Date,Open,High,Low,Close,Volume
11-Aug-14,71.02,74.25,70.23,73.40,5731794
8-Aug-14,76.11,79.40,69.52,70.14,13657221
7-Aug-14,73.56,76.80,73.52,75.63,8059234
6-Aug-14,69.98,73.45,69.60,72.86,4256172
5-Aug-14,69.81,71.62,69.31,71.25,3238036
4-Aug-14,70.48,70.66,67.80,70.06,3857129
1-Aug-14,70.59,72.57,68.25,69.81,4229411
31-Jul-14,73.19,74.00,71.22,71.53,3302137
30-Jul-14,74.01,74.59,73.20,74.29,2722662
29-Jul-14,71.95,74.97,71.83,73.75,3905158
28-Jul-14,71.38,73.79,70.05,71.85,3865867
25-Jul-14,71.67,73.70,71.11,72.57,3593565
24-Jul-14,69.12,73.47,69.11,72.16,4569286
23-Jul-14,69.42,70.52,68.09,69.42,2529334
22-Jul-14,69.06,70.19,67.88,69.71,2713815
21-Jul-14,65.98,68.93,65.48,68.87,3393495
18-Jul-14,63.79,66.40,63.76,66.36,2993680
17-Jul-14,64.43,65.88,63.40,63.69,2715884
16-Jul-14,65.73,66.17,64.72,64.86,2424122
15-Jul-14,66.85,67.48,64.67,65.37,3142719
14-Jul-14,66.45,68.75,65.33,66.84,3755736
11-Jul-14,66.13,67.74,65.74,65.78,3885316
10-Jul-14,63.34,66.30,62.50,65.58,3919709
9-Jul-14,65.29,66.79,64.34,66.43,3810744
8-Jul-14,68.33,68.68,63.33,64.61,7046558
7-Jul-14,70.84,71.88,68.18,68.40,3410645
3-Jul-14,73.05,73.28,70.39,71.34,3050768
2-Jul-14,74.11,76.06,72.01,72.11,6367694
1-Jul-14,70.72,72.25,69.60,71.22,4425298
30-Jun-14,71.39,71.96,70.40,70.60,3602967
27-Jun-14,70.30,71.80,70.06,70.87,5485040
26-Jun-14,69.45,72.10,69.42,70.80,7579007
25-Jun-14,67.90,70.20,67.20,69.01,5474797
24-Jun-14,69.95,71.19,67.66,68.04,6635885
23-Jun-14,68.80,70.80,67.70,70.00,7266238
20-Jun-14,67.69,69.86,66.77,69.00,9902595
19-Jun-14,67.50,68.90,66.01,67.95,10396576
18-Jun-14,63.17,68.30,61.55,67.15,18470664
17-Jun-14,54.99,65.68,54.25,64.53,24195347
16-Jun-14,52.17,55.17,52.10,54.88,5625197
13-Jun-14,50.84,52.45,50.25,52.45,3093413
12-Jun-14,50.66,52.45,49.91,50.65,3692982
11-Jun-14,48.95,51.00,48.13,50.81,3664569
10-Jun-14,49.50,50.19,48.53,49.19,2309470
9-Jun-14,50.08,51.08,49.11,49.62,3027681
6-Jun-14,50.91,51.34,49.60,50.24,3506751
5-Jun-14,48.75,51.44,48.28,50.80,5639209
4-Jun-14,47.71,50.40,46.11,48.66,8294593
3-Jun-14,51.02,51.10,48.90,49.21,4052957
2-Jun-14,52.53,52.97,49.67,51.27,3766582
30-May-14,55.00,55.88,51.64,52.50,4915319
29-May-14,52.14,55.90,52.10,55.07,5705808
28-May-14,52.94,53.44,51.29,51.98,2937263
27-May-14,52.79,53.87,52.50,53.19,3010221
23-May-14,50.99,52.37,50.41,52.05,3560735
22-May-14,49.37,51.75,48.49,51.09,3801030
21-May-14,48.29,49.91,47.78,49.32,3302371
20-May-14,49.75,50.34,47.35,48.08,4757835
19-May-14,49.67,51.06,49.40,49.68,3619310
16-May-14,51.00,51.25,49.10,50.19,4050913
15-May-14,54.09,54.78,50.20,51.25,5831658
14-May-14,54.17,56.62,53.55,54.36,4002257
13-May-14,53.74,55.40,53.19,54.38,4248794
12-May-14,52.62,54.30,51.12,54.12,6351999
9-May-14,53.60,54.72,51.53,52.04,5884070
8-May-14,51.56,57.39,50.04,53.60,15374927
7-May-14,52.62,53.50,45.79,47.71,9662318
6-May-14,55.21,56.39,52.20,52.46,3594184
5-May-14,53.50,55.68,53.33,55.47,2476953
2-May-14,54.80,55.80,53.43,54.23,2237605
1-May-14,52.97,56.77,52.60,54.60,3567780
30-Apr-14,52.00,53.50,51.70,53.25,3199804
29-Apr-14,52.99,53.65,51.60,52.63,5082066
28-Apr-14,55.48,56.14,50.75,52.90,4774771
25-Apr-14,57.22,58.27,55.01,55.40,3553710
24-Apr-14,60.10,60.25,57.26,58.32,3411543
23-Apr-14,60.83,60.87,58.25,59.22,3828298
22-Apr-14,57.41,61.90,57.28,60.91,6067797
21-Apr-14,57.22,57.75,55.56,57.13,3112191
17-Apr-14,57.20,58.64,55.76,56.72,4907776
16-Apr-14,54.43,56.23,52.76,56.11,4271845
15-Apr-14,54.00,55.03,50.50,53.43,5750935
14-Apr-14,55.00,56.50,52.68,54.04,4083039
11-Apr-14,53.26,56.93,53.03,53.70,5876878
10-Apr-14,59.29,60.35,54.99,55.13,7009033
9-Apr-14,56.65,57.57,55.05,57.51,5024119
8-Apr-14,54.19,56.50,53.80,55.90,5333127
7-Apr-14,57.07,59.01,53.02,54.30,8178703
4-Apr-14,61.98,63.68,58.15,59.08,7685628
3-Apr-14,63.45,64.77,59.50,60.50,4869806
2-Apr-14,65.47,65.78,63.00,63.75,4028120
1-Apr-14,62.79,65.01,62.12,65.01,4547883
31-Mar-14,63.07,63.76,60.63,62.62,3654852
28-Mar-14,63.45,64.28,61.00,61.38,4978918
27-Mar-14,59.30,61.85,56.62,60.74,5335013
26-Mar-14,63.61,65.04,60.03,60.12,5243413
25-Mar-14,64.15,65.70,62.55,63.26,6034336
24-Mar-14,64.02,64.68,58.74,62.58,9820678
21-Mar-14,69.61,70.00,64.64,65.05,8521832
20-Mar-14,72.58,74.09,69.17,69.55,5132760
19-Mar-14,76.17,76.75,70.90,72.70,8624369
18-Mar-14,74.74,77.43,73.75,77.10,5281348
17-Mar-14,75.28,76.71,73.40,73.70,3221519
14-Mar-14,73.56,74.90,72.66,73.79,3514181
13-Mar-14,78.99,79.34,72.50,74.08,5951199
12-Mar-14,74.37,78.50,74.00,78.50,5994482
11-Mar-14,75.35,77.10,72.18,73.35,4787516
10-Mar-14,76.37,77.90,74.39,75.65,4153833
7-Mar-14,80.55,80.93,76.25,77.80,4864511
6-Mar-14,81.48,82.37,79.21,80.07,5287015
5-Mar-14,82.98,83.60,77.52,80.42,7021163
4-Mar-14,84.08,86.34,82.21,82.64,5859156
3-Mar-14,83.03,83.92,81.01,83.26,4422449
28-Feb-14,86.93,88.23,82.00,84.96,6324611
27-Feb-14,87.00,87.55,83.68,86.14,5367554
26-Feb-14,83.54,88.35,81.18,84.93,9069840
25-Feb-14,76.82,83.79,76.00,81.18,12800969
24-Feb-14,76.51,78.87,75.46,78.55,7355689
21-Feb-14,76.50,77.40,74.91,75.86,3820249
20-Feb-14,76.62,76.77,74.39,75.52,3324229
19-Feb-14,78.58,78.90,73.74,74.01,6278811
18-Feb-14,75.41,79.99,75.00,79.95,5827500
14-Feb-14,75.70,76.40,73.10,74.00,3445499
13-Feb-14,70.34,76.25,69.40,75.87,4181030
12-Feb-14,71.38,71.98,70.37,71.42,2519309
11-Feb-14,73.75,74.00,69.97,70.03,3437946
10-Feb-14,72.75,75.29,72.65,72.90,4186040
7-Feb-14,70.37,71.40,67.65,71.31,3238278
6-Feb-14,70.11,71.37,68.20,68.78,2217676
5-Feb-14,71.50,72.00,65.61,69.48,4773584
4-Feb-14,71.52,72.80,70.33,72.21,2766258
3-Feb-14,74.42,75.75,69.01,69.83,3778368
31-Jan-14,74.31,76.03,73.50,74.09,2275871
30-Jan-14,73.80,77.50,73.24,75.70,3692982
29-Jan-14,72.49,74.20,71.50,72.10,2738125
28-Jan-14,71.29,74.13,71.00,74.07,3246306
27-Jan-14,69.35,72.00,66.78,69.94,4590292
24-Jan-14,72.22,72.91,69.21,70.48,4346090
23-Jan-14,73.72,73.90,71.72,73.89,2843800
22-Jan-14,75.84,76.76,74.15,74.57,3439565
21-Jan-14,72.88,75.88,71.84,75.14,4324456
17-Jan-14,78.31,79.86,74.45,75.11,7496048
16-Jan-14,71.80,77.24,71.57,76.80,11247463
15-Jan-14,67.94,69.50,66.62,68.50,5701842
14-Jan-14,63.05,66.60,61.34,65.55,4433938
13-Jan-14,66.76,66.80,61.17,62.52,5141523
10-Jan-14,67.55,68.46,65.90,66.80,3406396
9-Jan-14,68.82,69.91,65.34,67.49,7687934
8-Jan-14,63.27,66.60,63.27,66.18,3746823
7-Jan-14,64.00,64.67,62.65,63.72,4713145
6-Jan-14,65.10,67.14,63.04,63.61,10389250
3-Jan-14,59.81,61.20,57.70,59.27,3235268
2-Jan-14,56.54,60.52,55.56,59.71,4247726
